,0
545,Lipids_NEG_1618.2416_364.4282_492.1445
546,Lipids_POS_369.3514_404.4833_210.7021
547,Lipids_NEG_421.2260_158.5847_213.5003
548,Lipids_POS_496.9552_173.7516_239.4669
549,Lipids_POS_820.6927_441.3743_317.8572
550,Lipids_POS_878.6722_345.0096_330.9439
551,Lipids_NEG_892.8787_340.4278_325.0685
552,Lipids_POS_798.6001_345.9330_308.1004
553,Lipids_POS_977.7709_379.1794_352.1018
554,Lipids_NEG_831.5359_339.0994_311.9162
555,Lipids_POS_1077.9282_505.2772_382.0002
556,Lipids_POS_1556.1596_355.3457_478.6916
557,Lipids_NEG_941.7792_449.1311_350.9715
558,Lipids_POS_703.9724_330.7139_297.4042
559,Lipids_NEG_925.6617_374.5143_342.7682
560,Lipids_NEG_580.4934_332.2102_265.8647
561,Lipids_POS_796.7378_451.0151_323.4117
562,Lipids_POS_703.5632_385.7941_303.9221
563,Lipids_POS_790.5708_341.8352_310.4853
564,Lipids_POS_912.1952_345.9372_291.4062
565,Lipids_POS_792.6198_346.1802_318.9817
566,Lipids_POS_776.5543_339.3922_292.9130
567,Lipids_POS_694.4639_214.4811_278.4594
568,Lipids_NEG_758.5334_285.2253_290.9714
569,Lipids_POS_1586.2065_356.2779_487.8415
570,Lipids_POS_879.2621_479.9493_342.6296
571,Lipids_POS_901.3626_450.0324_344.6212
572,Lipids_NEG_407.1447_170.5102_207.7605
573,Lipids_POS_645.5596_397.9911_296.5257
574,Lipids_NEG_988.7731_403.9784_352.9388
575,Lipids_NEG_595.4935_277.8977_267.8088
576,Lipids_POS_1105.1674_382.5133_322.0913
577,Lipids_POS_1474.1123_372.3885_474.0814
578,Lipids_POS_806.7365_322.6046_305.4092
579,Lipids_POS_677.5578_317.0985_294.6911
580,Lipids_POS_703.5622_392.1774_307.0829
581,Lipids_POS_1600.2874_371.4537_499.8887
582,Lipids_NEG_844.5105_326.5707_308.6268
583,Lipids_NEG_211.0244_39.1957_133.1487
584,Lipids_NEG_580.3387_294.0978_255.1794
585,Lipids_NEG_385.2355_216.8337_206.6321
586,Lipids_NEG_929.7442_404.0732_343.0365
587,Lipids_NEG_449.0418_376.8854_215.3132
588,Lipids_NEG_1025.2151_402.7135_311.5156
589,Lipids_POS_679.3632_278.7468_300.5752
590,Lipids_NEG_482.1965_211.4189_218.4696
591,Lipids_POS_678.5062_309.2098_285.8931
592,Lipids_POS_440.3578_143.9324_217.6192
593,Lipids_NEG_960.7052_382.9231_341.2837
594,Lipids_NEG_887.7210_417.9249_335.2270
595,Lipids_POS_1044.2012_414.4767_311.6654
596,Lipids_NEG_860.7694_440.4647_338.2609
597,Lipids_POS_762.1784_347.7693_267.5860
598,Lipids_NEG_595.1014_314.9750_238.7585
599,Lipids_NEG_931.7221_369.4376_340.5906
600,Lipids_NEG_596.3921_227.4468_265.4222
601,Lipids_NEG_622.4441_258.3829_270.3274
602,Lipids_POS_807.6345_343.2099_317.8119
603,Lipids_POS_796.5458_284.7559_304.0427
604,Lipids_NEG_919.7514_463.6862_340.4997
605,Lipids_NEG_554.4416_310.7875_261.1363
606,Lipids_NEG_1175.7761_329.4500_384.3882
607,Lipids_NEG_889.7226_243.1803_340.4197
608,Lipids_NEG_817.1562_352.5524_280.1473
609,Lipids_NEG_244.9748_459.6243_144.6673
610,Lipids_NEG_737.5915_371.0234_293.1982
611,Lipids_NEG_750.6959_433.4463_310.2556
612,Lipids_POS_730.5359_326.0759_292.7098
613,Lipids_POS_848.2703_413.7039_278.9011
614,Lipids_POS_798.5633_310.6939_307.9514
615,Lipids_POS_847.7110_407.9146_328.6974
616,Lipids_NEG_199.1701_163.1906_162.5901
617,Lipids_NEG_695.1631_294.7948_261.7667
618,Lipids_NEG_788.5440_324.5299_304.2083
619,Lipids_NEG_723.5929_406.2369_305.6059
620,Lipids_POS_759.5099_334.1660_299.1217
621,Lipids_NEG_814.6395_371.0215_311.7910
622,Lipids_NEG_772.5284_338.2009_291.9136
623,Lipids_NEG_671.0993_304.6981_257.9627
624,Lipids_POS_580.4330_271.6643_263.1703
625,Lipids_POS_884.6470_312.5589_326.4522
626,Lipids_NEG_622.3329_173.6203_268.4474
627,Lipids_NEG_1169.7282_316.8434_385.7447
628,Lipids_NEG_784.5176_295.5674_301.8814
629,Lipids_POS_678.4698_244.4896_274.4186
630,Lipids_NEG_840.5236_288.6576_303.4719
631,Lipids_NEG_1602.2875_373.7566_494.9018
632,Lipids_POS_842.5887_277.8722_312.9243
633,Lipids_POS_668.6323_462.6511_303.6349
634,Lipids_NEG_732.4961_327.1822_283.4070
635,Lipids_POS_610.1832_377.6758_233.1834
636,Lipids_NEG_961.7690_418.8519_346.4653
637,Lipids_POS_728.5191_327.8385_293.9716
638,Lipids_POS_1190.8861_351.4982_573.5147
639,Lipids_NEG_537.3790_309.7489_232.8823
640,Lipids_POS_834.5966_354.7943_243.4092
641,Lipids_POS_839.6973_390.6927_327.9830
642,Lipids_NEG_793.5985_370.9354_311.3547
643,Lipids_POS_826.5701_366.8761_314.5860
644,Lipids_POS_830.5648_328.2694_475.5402
645,Lipids_NEG_581.5261_353.9746_270.8747
646,Lipids_NEG_581.0487_356.7582_242.6413
647,Lipids_POS_583.4246_227.8875_285.6642
648,Lipids_NEG_929.5770_274.3279_338.3166
649,Lipids_NEG_1146.1477_412.5778_333.7810
650,Lipids_NEG_866.6710_371.9486_321.3018
651,Lipids_POS_184.0734_331.5115_137.3325
652,Lipids_POS_605.7740_479.6793_280.1489
653,Lipids_NEG_951.7479_418.5385_345.5524
654,Lipids_POS_768.5510_370.2224_299.7095
655,Lipids_NEG_279.2324_158.6982_181.6171
656,Lipids_POS_162.1126_34.3345_133.7937
657,Lipids_POS_1582.2094_353.4581_490.9655
658,Lipids_NEG_1387.3149_502.6918_416.1635
659,Lipids_POS_824.5782_304.2608_312.5555
660,Lipids_POS_794.6856_402.8246_319.5459
661,Lipids_NEG_762.0976_330.5739_302.5396
662,Lipids_POS_762.6542_379.5079_314.4538
663,Lipids_POS_804.8114_303.9207_298.9161
664,Lipids_POS_738.4299_196.0705_276.5868
665,Lipids_POS_650.4746_289.0766_278.0265
666,Lipids_NEG_353.3416_326.1069_205.9093
667,Lipids_POS_688.5853_410.4341_301.4648
668,Lipids_POS_679.0128_531.9148_225.2417
669,Lipids_POS_493.3877_428.4323_240.2873
670,Lipids_POS_612.6069_397.8996_286.0750
671,Lipids_POS_897.7290_467.1693_338.2253
672,Lipids_POS_595.4709_418.2376_261.5105
673,Lipids_NEG_311.2953_291.4679_193.1637
674,Lipids_POS_959.7641_364.8096_349.9804
675,Lipids_POS_649.5179_434.8840_277.9087
676,Lipids_NEG_930.7142_415.4027_339.1969
677,Lipids_POS_1218.2337_442.3334_333.3602
678,Lipids_POS_769.0054_342.1734_304.8555
679,Lipids_POS_1572.1043_351.9743_483.1614
680,Lipids_NEG_779.5821_363.1034_311.8314
681,Lipids_POS_1107.9399_526.7870_407.7601
682,Lipids_POS_510.3552_192.8873_242.5608
683,Lipids_NEG_671.0996_311.4222_258.3588
684,Lipids_POS_787.1269_351.4756_306.6336
685,Lipids_NEG_373.0444_160.4419_183.4387
686,Lipids_NEG_729.1404_315.1277_261.8716
687,Lipids_POS_1585.3304_399.2972_522.4757
688,Lipids_NEG_1002.8686_489.6427_369.3336
689,Lipids_POS_1602.1812_336.8125_492.0347
690,Lipids_NEG_667.5502_385.1206_281.4570
691,Lipids_NEG_932.8632_501.4787_355.1549
692,Lipids_NEG_1429.1154_436.4741_377.6703
693,Lipids_NEG_826.5599_320.6035_306.9800
694,Lipids_POS_747.6377_401.0596_320.2745
695,Lipids_NEG_295.2275_161.7217_183.5438
696,Lipids_NEG_727.1058_362.8056_275.8452
697,Lipids_NEG_500.2780_162.3321_224.3678
698,Lipids_POS_546.3527_202.9598_249.9589
699,Lipids_POS_742.5704_328.3331_295.0133
700,Lipids_POS_1530.1445_355.1949_463.2952
701,Lipids_POS_768.4225_240.3451_282.7130
702,Lipids_NEG_833.5181_307.0253_301.6787
703,Lipids_POS_970.7807_420.2299_354.3264
704,Lipids_POS_953.7890_422.5644_352.0154
705,Lipids_POS_769.5575_333.6540_461.1744
706,Lipids_NEG_297.0462_345.0947_171.3513
707,Lipids_NEG_821.1143_351.9672_281.7002
708,Lipids_NEG_701.5589_341.6023_284.3080
709,Lipids_POS_939.5940_286.5102_319.6547
710,Lipids_POS_935.2107_388.0234_294.4324
711,Lipids_NEG_932.8637_512.6611_357.0287
712,Lipids_NEG_1075.3564_427.9512_350.8893
713,Lipids_NEG_794.4966_253.4329_301.4229
714,Lipids_POS_1017.9340_446.7418_378.3164
715,Lipids_POS_648.4224_222.6121_268.4812
716,Lipids_POS_1027.9350_521.6828_375.5782
717,Lipids_POS_396.3315_144.8436_209.5236
718,Lipids_POS_468.3082_134.9910_230.2014
719,Lipids_POS_867.7038_355.6422_332.3289
720,Lipids_POS_994.7150_380.4267_342.8610
721,Lipids_NEG_1091.2398_421.1041_351.5073
722,Lipids_NEG_464.3139_228.5229_225.2262
723,Lipids_POS_682.6120_416.9520_305.9995
724,Lipids_NEG_756.5175_282.9200_286.6452
725,Lipids_POS_552.4021_243.2522_254.7229
726,Lipids_NEG_567.0874_355.8658_229.1231
727,Lipids_POS_616.5319_388.4366_278.3360
728,Lipids_POS_786.1975_336.8687_303.0033
729,Lipids_NEG_669.1196_321.9319_254.0742
730,Lipids_POS_531.7540_309.3022_261.6706
731,Lipids_NEG_800.6154_381.2584_300.9498
732,Lipids_POS_711.5666_401.0671_308.6880
733,Lipids_NEG_806.1324_315.7041_275.5763
734,Lipids_POS_925.7570_412.2867_343.8190
735,Lipids_NEG_880.6417_374.4117_326.7138
736,Lipids_POS_983.7633_394.7440_349.5735
737,Lipids_POS_1044.2011_398.8879_310.0172
738,Lipids_NEG_325.2745_213.0205_192.9445
739,Lipids_NEG_917.6472_401.5653_339.2535
740,Lipids_NEG_461.1147_328.0631_217.9756
741,Lipids_NEG_533.2915_227.8903_260.7629
742,Lipids_POS_1237.1738_441.7168_341.7711
743,Lipids_NEG_671.0979_398.7341_255.9149
744,Lipids_NEG_987.6182_281.7614_342.6004
745,Lipids_POS_589.9191_309.1475_271.4792
746,Lipids_POS_239.0477_532.1413_141.3965
747,Lipids_NEG_727.1063_380.6041_276.5530
748,Lipids_POS_650.4018_182.9180_266.7383
749,Lipids_NEG_974.8721_477.3612_360.6321
750,Lipids_POS_826.6414_341.5380_323.6464
751,Lipids_NEG_862.7848_453.8993_341.5176
752,Lipids_NEG_816.7437_333.2840_309.5952
753,Lipids_NEG_433.2592_184.1084_230.7800
754,Lipids_POS_538.1441_298.4491_217.9434
755,Lipids_POS_674.4608_219.5714_260.8195
756,Lipids_NEG_704.6193_384.4373_295.8141
757,Lipids_POS_915.7922_493.9611_343.6001
758,Lipids_NEG_909.5483_305.4109_319.2653
759,Lipids_NEG_291.9882_531.9467_157.0877
760,Lipids_NEG_1012.7729_396.6522_356.4555
761,Lipids_POS_803.6313_401.7223_324.6161
762,Lipids_NEG_1023.6948_409.3199_354.5090
763,Lipids_NEG_736.4910_320.3255_281.7906
764,Lipids_NEG_559.4727_220.6105_259.7352
765,Lipids_NEG_884.6017_315.6533_324.1553
766,Lipids_NEG_695.5927_393.5892_288.1544
767,Lipids_POS_795.5735_337.4525_466.5303
768,Lipids_POS_977.8596_509.2941_373.8681
769,Lipids_POS_973.8894_497.8719_366.1258
770,Lipids_NEG_655.0670_385.4887_254.0266
771,Lipids_POS_625.5291_367.6433_301.5093
772,Lipids_NEG_607.4208_305.1382_259.6633
773,Lipids_NEG_1600.1518_335.4156_482.4310
774,Lipids_NEG_960.7414_393.7147_346.8118
775,Lipids_POS_615.4973_410.2427_271.5449
776,Lipids_POS_259.2546_532.3758_176.2608
777,Lipids_POS_683.4622_287.3450_275.4732
778,Lipids_POS_909.7633_418.9940_343.4172
779,Lipids_NEG_493.3355_249.9562_253.6845
780,Lipids_POS_429.3733_302.8749_225.3462
781,Lipids_POS_914.8882_513.9896_358.8071
782,Lipids_NEG_745.5491_301.8902_300.6322
783,Lipids_POS_809.1184_328.2713_306.5490
784,Lipids_NEG_692.4501_225.8412_276.9611
785,Lipids_POS_1013.7942_401.8756_360.4372
786,Lipids_NEG_951.2336_387.2814_319.3692
787,Lipids_NEG_637.4438_346.0474_285.1956
788,Lipids_NEG_521.0827_359.2187_226.8417
789,Lipids_NEG_695.4216_405.2704_289.9831
790,Lipids_NEG_523.0611_319.3688_224.2004
791,Lipids_NEG_885.7060_395.9744_332.4331
792,Lipids_NEG_1368.1505_461.8938_369.8291
793,Lipids_POS_594.4844_308.4044_273.3299
794,Lipids_POS_764.5540_344.0557_301.0366
795,Lipids_POS_831.6802_370.9824_323.9723
796,Lipids_NEG_680.6550_424.2935_297.3671
797,Lipids_POS_910.8570_469.9832_354.8539
798,Lipids_NEG_449.0418_237.0240_217.1634
799,Lipids_NEG_339.1993_486.6720_201.3258
800,Lipids_POS_601.7416_449.5837_271.5869
801,Lipids_POS_1303.1996_455.1640_460.3215
802,Lipids_POS_848.5761_315.2326_314.5910
803,Lipids_NEG_614.4990_310.8399_272.5818
804,Lipids_NEG_692.4491_320.7330_276.1216
805,Lipids_POS_1383.9509_374.3731_457.5132
806,Lipids_NEG_678.6031_393.1898_291.4794
807,Lipids_NEG_861.6675_362.9650_330.8105
808,Lipids_POS_500.9912_531.8791_193.1210
809,Lipids_POS_370.2948_113.5128_208.9617
810,Lipids_NEG_1146.0934_415.0593_339.1660
811,Lipids_POS_706.4638_196.1531_276.3537
812,Lipids_POS_776.5913_387.8745_305.1005
813,Lipids_POS_711.4932_300.4269_287.8431
814,Lipids_POS_690.1394_263.4226_256.5770
815,Lipids_POS_1267.2574_504.1445_342.1165
816,Lipids_POS_891.7367_388.4227_341.2237
817,Lipids_NEG_652.4913_308.4482_280.2903
818,Lipids_NEG_642.4935_295.4889_285.4301
819,Lipids_POS_576.5704_384.8811_279.9901
820,Lipids_NEG_951.2332_421.2125_301.2430
821,Lipids_NEG_704.5583_358.7034_282.8777
822,Lipids_NEG_201.0224_39.7467_143.8636
823,Lipids_POS_724.5268_344.5421_287.0205
824,Lipids_NEG_627.5303_353.9476_281.5365
825,Lipids_POS_612.1623_324.6529_233.7179
826,Lipids_NEG_896.5633_285.7905_322.1131
827,Lipids_NEG_251.2009_188.6962_174.0366
828,Lipids_POS_850.2499_367.2832_273.8083
829,Lipids_POS_955.7699_440.8853_352.8342
830,Lipids_POS_722.6095_396.7984_307.6336
831,Lipids_NEG_937.7045_424.3869_341.2793
832,Lipids_POS_1500.2569_530.4744_377.3017
833,Lipids_NEG_855.9255_371.8274_323.3059
834,Lipids_POS_1593.3955_425.7287_537.8506
835,Lipids_POS_545.4555_426.2274_257.0205
836,Lipids_NEG_1644.1200_317.2298_486.7843
837,Lipids_NEG_485.3627_298.3861_266.1435
838,Lipids_POS_702.5615_295.6934_296.9931
839,Lipids_NEG_764.5231_316.7375_288.0356
840,Lipids_NEG_841.6410_354.1288_321.6460
841,Lipids_POS_884.7685_431.7156_334.7413
842,Lipids_NEG_762.5355_312.8743_302.4474
843,Lipids_NEG_1238.7712_328.7681_389.9776
844,Lipids_NEG_1221.7804_329.3856_388.6661
845,Lipids_POS_589.4122_318.9544_261.8252
846,Lipids_POS_965.7915_501.6325_356.8729
847,Lipids_POS_763.6339_380.8830_331.0673
848,Lipids_NEG_734.4600_223.4492_289.1105
849,Lipids_NEG_723.5339_371.6201_288.4875
850,Lipids_NEG_743.6069_371.7939_292.7714
851,Lipids_POS_792.5551_344.0159_298.3916
852,Lipids_POS_1542.1779_365.3474_479.1135
853,Lipids_NEG_651.6042_388.5487_289.5375
854,Lipids_POS_943.7673_389.1166_349.1446
855,Lipids_POS_1910.5238_459.8280_523.7845
856,Lipids_POS_737.6183_391.0610_326.4396
857,Lipids_NEG_567.0874_323.3280_229.1323
858,Lipids_NEG_762.5638_357.4177_304.6825
859,Lipids_NEG_718.5389_368.4558_283.6064
860,Lipids_NEG_893.1558_402.2120_296.9199
861,Lipids_NEG_887.6789_382.0663_330.2457
862,Lipids_NEG_965.2481_421.2652_306.9848
863,Lipids_NEG_766.7907_352.1416_288.3064
864,Lipids_NEG_906.6576_373.7104_330.7973
865,Lipids_POS_697.5348_287.4838_286.4877
866,Lipids_NEG_815.6279_354.2217_315.7253
867,Lipids_NEG_217.0028_541.4093_142.5294
868,Lipids_NEG_944.8634_500.1266_357.6096
869,Lipids_NEG_697.4296_305.9342_289.2146
870,Lipids_POS_1242.0012_387.9797_599.1127
871,Lipids_POS_1792.5547_460.4830_595.1900
872,Lipids_POS_852.6575_344.5110_325.3075
873,Lipids_POS_690.6176_435.6886_308.6775
874,Lipids_NEG_581.0480_421.6013_241.5921
875,Lipids_POS_890.6371_325.6417_327.1090
876,Lipids_NEG_1131.6804_174.0561_360.4199
877,Lipids_POS_862.6539_303.9618_325.1812
878,Lipids_POS_848.6105_284.2210_318.7561
879,Lipids_POS_962.7593_394.6393_354.6865
880,Lipids_NEG_447.0632_312.4609_209.9042
881,Lipids_NEG_352.0854_39.5492_198.5048
882,Lipids_POS_998.2870_405.1114_302.0653
883,Lipids_NEG_497.0917_268.3611_217.5026
884,Lipids_NEG_595.1002_261.2423_239.8183
885,Lipids_NEG_804.5750_340.2732_306.4101
886,Lipids_POS_506.3600_197.6572_237.8998
887,Lipids_POS_852.5564_307.8793_309.6790
888,Lipids_POS_955.5680_286.6576_321.1416
889,Lipids_NEG_727.1065_375.9355_277.1257
890,Lipids_POS_1150.6235_265.7389_363.1521
891,Lipids_NEG_319.2277_153.8542_188.2015
892,Lipids_NEG_1117.6978_304.1480_375.4701
893,Lipids_POS_759.9897_333.1508_299.1307
894,Lipids_NEG_743.3866_334.9502_267.8154
895,Lipids_NEG_987.8002_500.2207_362.7669
896,Lipids_POS_554.1754_294.5770_225.2406
897,Lipids_POS_880.6882_360.0745_332.2774
898,Lipids_NEG_795.6381_372.1651_303.5023
899,Lipids_NEG_889.7053_436.5584_331.9322
900,Lipids_POS_815.6975_484.5895_324.1754
901,Lipids_POS_760.5111_255.9364_289.3509
902,Lipids_POS_965.2950_387.0765_303.4364
903,Lipids_POS_578.5855_380.9789_275.6591
904,Lipids_POS_188.0705_37.3937_139.7458
905,Lipids_NEG_804.5472_288.7820_309.0235
906,Lipids_POS_521.4304_295.0980_256.6053
907,Lipids_POS_219.1742_290.3149_157.6662
908,Lipids_NEG_688.4184_203.7182_277.1612
909,Lipids_POS_429.0884_267.7809_192.0237
910,Lipids_POS_264.2683_413.7679_191.3789
911,Lipids_POS_822.5903_360.1569_314.3039
912,Lipids_POS_877.7242_440.5557_334.5908
913,Lipids_POS_888.6908_376.8007_330.7316
914,Lipids_POS_247.1437_37.5499_158.4720
915,Lipids_NEG_449.0422_323.3984_214.6217
916,Lipids_POS_1236.2434_423.5385_339.6384
917,Lipids_POS_606.4483_272.6867_264.4485
918,Lipids_POS_927.7738_400.8739_346.6775
919,Lipids_NEG_866.5832_322.7668_317.9453
920,Lipids_POS_966.7314_468.1521_346.3066
921,Lipids_POS_984.8932_496.4812_364.5430
922,Lipids_NEG_931.7236_399.3983_338.3148
923,Lipids_NEG_933.7393_410.0484_338.4957
924,Lipids_POS_906.7539_418.9630_340.7017
925,Lipids_NEG_593.1222_427.8224_248.0400
926,Lipids_NEG_1115.2119_439.4139_328.1108
927,Lipids_POS_967.2736_397.6801_299.5438
928,Lipids_POS_724.3963_241.9218_272.0995
929,Lipids_POS_1214.9763_372.1951_590.1990
930,Lipids_POS_519.4151_282.6467_257.0251
931,Lipids_POS_849.6928_425.6094_325.9495
932,Lipids_POS_918.7529_414.7550_341.5724
933,Lipids_NEG_846.6711_378.9178_326.1313
934,Lipids_POS_873.6756_355.0914_328.1725
935,Lipids_NEG_1552.1516_347.0076_472.2308
936,Lipids_POS_865.7208_379.1952_331.1629
937,Lipids_NEG_650.4029_187.1093_267.1563
938,Lipids_POS_997.8879_477.7966_366.6809
939,Lipids_POS_762.1789_356.8888_264.8260
940,Lipids_NEG_223.0278_224.4269_152.7857
941,Lipids_NEG_923.6937_267.5122_304.8227
942,Lipids_POS_782.5672_357.9263_301.5179
943,Lipids_POS_762.5458_364.6145_308.2872
944,Lipids_NEG_803.1588_356.9747_280.0001
945,Lipids_NEG_958.8792_513.2603_359.9734
946,Lipids_NEG_938.7544_407.4250_344.1792
947,Lipids_POS_854.6372_339.1832_324.0791
948,Lipids_POS_863.7090_431.2178_329.2203
949,Lipids_NEG_539.3248_480.7679_250.2226
950,Lipids_POS_558.2951_158.7723_243.8841
951,Lipids_NEG_949.1623_436.6013_299.1305
952,Lipids_NEG_743.5467_392.0523_266.5686
953,Lipids_POS_685.5542_363.2186_300.6488
954,Lipids_NEG_664.3798_210.2822_280.0784
955,Lipids_POS_835.6653_387.9113_322.2808
956,Lipids_POS_1106.5974_266.9136_355.2430
957,Lipids_POS_720.5891_358.5507_300.1765
958,Lipids_NEG_1602.1677_346.8477_483.3149
959,Lipids_NEG_576.3300_141.9176_253.2376
960,Lipids_POS_482.3600_188.1227_240.1046
961,Lipids_POS_796.6221_378.6376_313.7746
962,Lipids_POS_1900.4472_349.3473_780.2846
963,Lipids_NEG_863.1263_327.5600_285.4547
964,Lipids_NEG_887.6820_369.8673_332.0484
965,Lipids_NEG_968.2238_386.9105_321.9519
966,Lipids_NEG_1594.2017_364.7262_486.1618
967,Lipids_POS_654.5656_381.5398_281.3987
968,Lipids_POS_895.7133_452.3115_335.9812
969,Lipids_NEG_815.1765_479.6279_289.0442
970,Lipids_NEG_636.3485_173.5584_272.6770
971,Lipids_POS_657.5580_388.2513_289.4203
972,Lipids_NEG_595.1006_342.4316_237.9414
973,Lipids_POS_279.1590_269.9479_216.6991
974,Lipids_NEG_636.5921_381.1864_284.0464
975,Lipids_POS_371.3150_271.9121_216.9540
976,Lipids_NEG_275.2011_180.8127_181.5311
977,Lipids_POS_622.4434_267.3658_272.4167
978,Lipids_POS_736.6441_404.6168_302.8446
979,Lipids_POS_703.5375_249.8519_290.2209
980,Lipids_NEG_227.2013_201.9546_169.2037
981,Lipids_POS_738.8484_408.7390_312.8498
982,Lipids_POS_827.7842_449.3136_325.3335
983,Lipids_POS_287.2727_446.1912_183.7588
984,Lipids_NEG_919.7579_424.1080_340.7031
985,Lipids_NEG_223.0274_531.6421_152.7198
986,Lipids_NEG_808.5457_366.1801_306.1965
987,Lipids_POS_614.1415_290.9030_231.4588
988,Lipids_POS_528.4102_141.8467_233.7614
989,Lipids_NEG_815.1780_377.2348_284.9159
990,Lipids_POS_981.8193_417.5433_360.7630
991,Lipids_NEG_931.6629_410.7020_342.9209
992,Lipids_POS_917.6966_431.8795_337.1645
993,Lipids_POS_904.7132_387.7140_337.8654
994,Lipids_NEG_473.2819_203.0141_238.1084
995,Lipids_NEG_299.2498_180.9539_183.8280
996,Lipids_POS_905.7890_418.6478_347.7463
997,Lipids_NEG_421.0598_39.1967_206.2738
998,Lipids_POS_286.1439_70.1131_177.1388
999,Lipids_POS_1308.2842_484.4117_350.1667
1000,Lipids_NEG_824.5799_327.8714_309.3398
1001,Lipids_NEG_954.6404_369.3569_341.6434
1002,Lipids_NEG_623.5730_371.9796_282.0741
1003,Lipids_POS_867.0795_327.9506_643.9714
1004,Lipids_NEG_817.9036_370.9849_315.9204
1005,Lipids_NEG_848.5653_283.8655_314.5390
1006,Lipids_NEG_937.7470_426.1711_345.5567
1007,Lipids_POS_595.5870_493.5089_284.7152
1008,Lipids_POS_975.9045_522.3315_367.6593
1009,Lipids_POS_427.2221_107.0969_199.1782
1010,Lipids_POS_935.7308_370.5858_341.5528
1011,Lipids_POS_512.3343_146.1434_241.1205
1012,Lipids_POS_1134.2512_439.9353_326.2283
1013,Lipids_NEG_891.7262_414.8518_334.5327
1014,Lipids_NEG_1338.2661_493.2463_362.7303
1015,Lipids_POS_734.6277_395.0224_298.1210
1016,Lipids_POS_978.8459_458.9758_361.5104
1017,Lipids_POS_1550.1477_335.0081_482.5440
1018,Lipids_POS_915.8098_532.4536_349.3291
1019,Lipids_NEG_490.9982_342.7244_228.0967
1020,Lipids_NEG_259.0096_32.6407_265.7862
1021,Lipids_POS_815.8690_408.6660_326.1014
1022,Lipids_NEG_479.2833_127.1033_259.8385
1023,Lipids_NEG_1071.2566_404.7766_345.1293
1024,Lipids_NEG_641.1058_290.7716_243.5487
1025,Lipids_NEG_627.5203_371.5156_273.5001
1026,Lipids_NEG_731.0646_403.6493_269.0306
1027,Lipids_POS_830.5527_253.8919_306.9059
1028,Lipids_NEG_387.0959_420.7832_351.8509
1029,Lipids_POS_1158.2673_457.7572_323.0827
1030,Lipids_POS_703.5165_330.9819_298.4731
1031,Lipids_NEG_770.6653_412.7705_312.1319
1032,Lipids_POS_1670.1790_322.2303_506.5312
1033,Lipids_NEG_876.6096_349.3542_325.0381
1034,Lipids_NEG_423.3832_281.9236_233.3200
1035,Lipids_NEG_896.6380_358.9113_328.2918
1036,Lipids_POS_947.2844_459.4048_295.0046
1037,Lipids_POS_369.3515_446.8746_210.5628
1038,Lipids_NEG_770.5118_322.8594_288.6585
1039,Lipids_NEG_599.0589_201.5189_239.7433
1040,Lipids_POS_518.3237_137.0870_230.1950
1041,Lipids_POS_921.0458_424.1877_343.7006
1042,Lipids_POS_923.7443_468.1168_343.9321
1043,Lipids_NEG_915.5973_322.4786_336.8550
1044,Lipids_NEG_810.5650_339.7787_307.2012
1045,Lipids_NEG_1206.2598_453.7554_343.9113
1046,Lipids_POS_1248.3170_459.4843_341.4460
1047,Lipids_POS_702.4693_248.7464_278.8047
1048,Lipids_NEG_880.5693_284.7099_322.9195
1049,Lipids_POS_819.6456_405.7348_316.3453
1050,Lipids_NEG_652.6230_409.9253_289.4111
1051,Lipids_NEG_669.1190_303.3134_254.2011
1052,Lipids_NEG_1648.1521_329.2281_490.1546
1053,Lipids_NEG_661.4376_374.0506_279.5802
1054,Lipids_NEG_295.2639_257.6187_187.1323
1055,Lipids_POS_682.4852_373.6453_291.8755
1056,Lipids_NEG_188.9861_36.9286_129.5368
1057,Lipids_POS_950.8365_473.1073_358.8494
1058,Lipids_NEG_480.4420_310.7976_251.6102
1059,Lipids_POS_759.8973_334.0493_298.5517
1060,Lipids_POS_852.2316_368.5812_281.2990
1061,Lipids_POS_780.5889_346.6438_305.4259
1062,Lipids_NEG_341.1026_39.1281_190.3573
1063,Lipids_NEG_949.7698_418.4887_347.4641
1064,Lipids_NEG_767.6049_354.3454_297.0105
1065,Lipids_NEG_1644.3348_390.0478_509.7534
1066,Lipids_NEG_730.4658_304.7398_286.7932
1067,Lipids_NEG_1148.2732_294.8054_339.0001
1068,Lipids_NEG_833.0421_400.0077_287.5964
1069,Lipids_NEG_433.3680_285.7984_218.6457
1070,Lipids_POS_1236.2437_416.3354_341.6452
1071,Lipids_POS_858.6317_304.9122_328.7208
1072,Lipids_NEG_526.3142_135.5372_245.4127
1073,Lipids_POS_819.6793_379.5369_321.7940
1074,Lipids_NEG_571.1097_294.0431_228.2574
1075,Lipids_POS_1308.2839_460.3940_351.5125
1076,Lipids_NEG_863.1251_339.0832_284.3788
1077,Lipids_POS_1369.3812_502.5895_381.4733
1078,Lipids_NEG_695.4213_370.7779_290.7086
1079,Lipids_NEG_321.2431_160.3044_193.0745
1080,Lipids_NEG_863.1245_354.2892_289.8269
1081,Lipids_NEG_882.5846_290.4511_322.4104
1082,Lipids_NEG_860.6490_381.7037_325.6054
1083,Lipids_NEG_992.8036_417.3992_356.5221
1084,Lipids_POS_722.5103_330.0337_282.7940
1085,Lipids_NEG_911.5673_278.1451_333.7167
1086,Lipids_NEG_712.4907_322.5344_277.7871
