,0
1087,Lipids_POS_706.4646_216.3818_279.5060
1088,Lipids_NEG_880.6417_360.2720_324.6714
1089,Lipids_POS_973.8157_410.5962_356.4245
1090,Lipids_POS_574.3495_176.9717_244.9034
1091,Lipids_POS_500.2765_140.4456_216.7507
1092,Lipids_NEG_593.5798_359.1873_242.6336
1093,Lipids_NEG_244.9753_300.4030_144.4182
1094,Lipids_POS_796.5475_269.8495_302.0348
1095,Lipids_POS_761.3475_349.3473_301.2969
1096,Lipids_NEG_1188.2509_495.6405_340.6427
1097,Lipids_POS_761.5280_348.8491_302.8379
1098,Lipids_NEG_1055.2447_437.3736_317.4609
1099,Lipids_NEG_436.2827_193.2647_217.7135
1100,Lipids_NEG_739.5879_401.9707_307.2423
1101,Lipids_POS_472.3114_44.2935_203.6289
1102,Lipids_POS_620.6297_404.8398_286.5472
1103,Lipids_POS_921.0284_411.6034_339.2922
1104,Lipids_NEG_1266.2272_463.9938_353.4465
1105,Lipids_POS_1032.5787_231.9707_338.5905
1106,Lipids_NEG_581.1025_421.3459_236.4387
1107,Lipids_POS_524.3381_178.8354_242.8375
1108,Lipids_POS_814.5581_288.0249_306.6195
1109,Lipids_NEG_937.6624_371.4648_344.4130
1110,Lipids_POS_994.7840_413.7348_357.3805
1111,Lipids_NEG_840.6111_359.7258_316.9682
1112,Lipids_POS_617.5103_371.8628_270.9432
1113,Lipids_NEG_622.5401_351.7988_275.6025
1114,Lipids_POS_467.3720_420.6600_235.4877
1115,Lipids_NEG_867.1842_367.3604_299.5618
1116,Lipids_POS_518.3214_173.9302_247.7016
1117,Lipids_NEG_840.6550_381.0995_317.7606
1118,Lipids_NEG_653.4054_214.2103_274.2061
1119,Lipids_NEG_858.5847_288.2958_317.2095
1120,Lipids_POS_782.7344_320.2219_300.3441
1121,Lipids_POS_790.5388_328.6728_291.3753
1122,Lipids_NEG_785.5806_317.6955_306.9864
1123,Lipids_NEG_595.1009_299.1358_239.2313
1124,Lipids_POS_851.7027_418.2830_325.2661
1125,Lipids_POS_792.5864_361.4505_308.7866
1126,Lipids_POS_326.0556_35.7590_178.5269
1127,Lipids_POS_742.5370_314.7750_294.3044
1128,Lipids_NEG_886.5778_349.4303_328.5683
1129,Lipids_POS_727.5739_317.8651_298.5659
1130,Lipids_NEG_1175.1785_448.6841_340.3725
1131,Lipids_NEG_1598.1707_342.3009_483.3786
1132,Lipids_NEG_1594.1765_343.3928_484.4122
1133,Lipids_POS_917.7525_388.7765_345.1003
1134,Lipids_POS_1085.2265_388.9250_319.1355
1135,Lipids_NEG_1440.1907_529.9887_365.3517
1136,Lipids_POS_903.1679_463.3472_346.3959
1137,Lipids_POS_995.8694_469.5638_366.7463
1138,Lipids_NEG_293.1756_430.8408_185.4514
1139,Lipids_NEG_843.1348_337.2222_314.7969
1140,Lipids_POS_480.3081_187.4121_221.8397
1141,Lipids_NEG_595.1014_319.4031_238.5575
1142,Lipids_POS_445.2333_72.2603_205.1574
1143,Lipids_POS_1586.2443_366.3494_494.3034
1144,Lipids_POS_1598.2067_354.3294_491.0722
1145,Lipids_POS_509.4553_444.1172_258.5591
1146,Lipids_NEG_573.4156_276.1603_272.9698
1147,Lipids_POS_550.3499_188.6176_246.1897
1148,Lipids_POS_487.3807_325.5799_250.3491
1149,Lipids_NEG_521.4234_294.5088_231.0148
1150,Lipids_NEG_1568.0898_315.7432_469.8771
1151,Lipids_POS_593.5972_388.4367_278.2745
1152,Lipids_POS_1560.1660_341.9764_480.3116
1153,Lipids_NEG_745.1168_285.9741_268.3434
1154,Lipids_POS_788.5905_315.0224_310.6711
1155,Lipids_POS_782.6002_350.5216_309.9027
1156,Lipids_NEG_572.4528_310.8902_263.7850
1157,Lipids_POS_720.6963_403.6590_310.6096
1158,Lipids_NEG_678.4708_295.7982_279.9979
1159,Lipids_POS_774.2513_408.3879_265.7632
1160,Lipids_NEG_898.5774_342.4678_330.3184
1161,Lipids_POS_1490.1142_332.2647_463.3227
1162,Lipids_NEG_556.4567_310.8542_260.8870
1163,Lipids_NEG_433.2593_190.6877_230.2920
1164,Lipids_NEG_636.3875_201.6145_261.7036
1165,Lipids_NEG_301.2171_196.1490_189.6543
1166,Lipids_POS_634.6432_413.5953_292.7904
1167,Lipids_NEG_223.0277_497.2621_153.0585
1168,Lipids_POS_400.3418_170.2394_222.8273
1169,Lipids_NEG_511.3141_261.2602_229.9817
1170,Lipids_NEG_387.0962_367.1037_302.2672
1171,Lipids_POS_816.6467_381.1997_315.3919
1172,Lipids_NEG_760.5282_345.0052_291.2426
1173,Lipids_POS_944.5267_234.6046_320.9291
1174,Lipids_POS_537.4871_456.7778_265.8035
1175,Lipids_POS_992.7693_404.1223_354.9131
1176,Lipids_POS_264.2682_295.6800_191.1833
1177,Lipids_NEG_651.4469_294.1904_271.5771
1178,Lipids_NEG_423.3834_287.1995_231.1017
1179,Lipids_POS_530.2874_167.4055_224.6718
1180,Lipids_POS_1249.8207_318.4289_402.3288
1181,Lipids_POS_468.3079_128.0411_231.2336
1182,Lipids_POS_1072.3056_421.1884_317.5617
1183,Lipids_POS_766.5373_307.3540_294.2882
1184,Lipids_NEG_949.1619_426.6539_298.7192
1185,Lipids_POS_543.3424_202.1918_242.4485
1186,Lipids_POS_859.7726_464.1455_336.1331
1187,Lipids_NEG_1030.1572_380.5534_312.9428
1188,Lipids_POS_905.7553_452.8523_344.0435
1189,Lipids_NEG_856.5697_310.6635_315.9175
1190,Lipids_POS_760.2512_333.2757_298.7080
1191,Lipids_POS_857.1871_377.4815_281.8963
1192,Lipids_POS_974.9555_528.7440_372.0615
1193,Lipids_NEG_479.3035_466.4251_247.1797
1194,Lipids_NEG_672.1480_292.5528_254.1540
1195,Lipids_POS_957.8200_415.4235_355.8979
1196,Lipids_NEG_854.6057_370.5676_311.4928
1197,Lipids_NEG_1085.1286_446.4034_325.1881
1198,Lipids_NEG_172.9911_36.9286_129.8889
1199,Lipids_POS_731.6431_435.4563_316.9454
1200,Lipids_NEG_1459.1985_480.6993_383.2598
1201,Lipids_POS_753.6124_406.3130_319.6107
1202,Lipids_NEG_919.7236_399.4666_339.9857
1203,Lipids_POS_589.5183_470.0174_273.1141
1204,Lipids_NEG_917.7795_463.9949_346.3272
1205,Lipids_POS_361.2727_344.9149_198.8228
1206,Lipids_POS_1595.2402_354.6114_493.7532
1207,Lipids_POS_369.3506_406.1216_308.9873
1208,Lipids_NEG_266.8881_46.8738_132.7767
1209,Lipids_POS_850.6411_341.3522_323.9902
1210,Lipids_POS_797.0447_359.6733_313.0425
1211,Lipids_NEG_744.5545_349.3961_285.6282
1212,Lipids_NEG_1658.1727_340.0757_493.6705
1213,Lipids_POS_940.9141_504.1591_368.3818
1214,Lipids_POS_995.1771_384.2309_301.9909
1215,Lipids_POS_970.7165_365.4894_343.3930
1216,Lipids_POS_547.3575_166.2922_241.6247
1217,Lipids_NEG_1523.3402_413.7230_496.8034
1218,Lipids_POS_716.5652_295.7552_300.4346
1219,Lipids_NEG_817.1566_418.4811_280.3796
1220,Lipids_NEG_641.1052_341.5369_247.2736
1221,Lipids_NEG_816.8346_333.6144_309.5694
1222,Lipids_NEG_1035.6942_387.9651_354.8648
1223,Lipids_NEG_953.1201_350.4459_302.5716
1224,Lipids_NEG_960.8941_526.6254_362.7741
1225,Lipids_POS_1458.3004_488.6024_375.0579
1226,Lipids_NEG_447.0627_211.6955_199.6995
1227,Lipids_NEG_915.7197_443.6189_339.1209
1228,Lipids_POS_682.5968_394.4968_290.6472
1229,Lipids_NEG_789.6220_376.4508_306.0845
1230,Lipids_POS_583.3845_213.8984_240.7151
1231,Lipids_POS_1011.7794_395.0695_356.6299
1232,Lipids_NEG_792.6103_376.6579_311.2183
1233,Lipids_POS_1596.1016_326.0687_480.2503
1234,Lipids_NEG_827.6386_370.5819_312.1942
1235,Lipids_POS_444.3789_230.4599_230.1756
1236,Lipids_NEG_581.0486_325.7956_242.8611
1237,Lipids_POS_650.4387_215.8875_266.7806
1238,Lipids_POS_951.7737_395.1018_348.6349
1239,Lipids_POS_688.4977_256.7010_277.2513
1240,Lipids_NEG_639.1263_408.0846_247.3639
1241,Lipids_POS_690.5413_339.2767_290.0160
1242,Lipids_POS_589.4814_409.8214_268.4369
1243,Lipids_POS_987.9034_509.9631_367.6505
1244,Lipids_POS_929.7553_443.9280_346.3181
1245,Lipids_POS_766.6545_385.0048_310.8991
1246,Lipids_POS_622.4072_219.9095_262.9770
1247,Lipids_NEG_1209.9833_493.5659_420.1835
1248,Lipids_NEG_866.5564_303.4666_317.1143
1249,Lipids_POS_692.6319_447.7308_310.2593
1250,Lipids_POS_1018.5452_269.5652_337.4094
1251,Lipids_NEG_413.1996_38.9563_213.5669
1252,Lipids_POS_606.6163_396.8458_282.6269
1253,Lipids_POS_734.9763_346.2419_298.7167
1254,Lipids_NEG_778.5611_346.3381_303.3230
1255,Lipids_POS_820.5678_308.6848_306.8988
1256,Lipids_POS_892.9255_339.7089_331.8501
1257,Lipids_POS_1009.7764_404.2880_355.8206
1258,Lipids_POS_672.6253_413.6730_292.0061
1259,Lipids_NEG_357.2792_246.8568_204.9070
1260,Lipids_POS_917.8241_532.4628_352.3831
1261,Lipids_POS_749.6544_409.8638_314.8396
1262,Lipids_POS_636.6282_406.4715_291.9060
1263,Lipids_POS_821.6486_382.5683_244.9680
1264,Lipids_NEG_716.5220_306.3209_287.5705
1265,Lipids_POS_950.8153_440.4630_354.5073
1266,Lipids_POS_1543.2126_353.8938_483.2308
1267,Lipids_POS_603.7579_464.6626_276.3040
1268,Lipids_POS_1003.7867_386.8823_358.2078
1269,Lipids_NEG_924.5932_337.9227_335.0301
1270,Lipids_POS_890.8150_486.7150_343.4032
1271,Lipids_POS_908.7889_418.6102_344.0442
1272,Lipids_POS_719.5678_324.0620_307.7823
1273,Lipids_POS_720.4800_235.8047_282.5278
1274,Lipids_POS_518.3214_166.5191_242.3454
1275,Lipids_NEG_595.5418_353.9436_275.2413
1276,Lipids_POS_804.5905_369.9753_304.2502
1277,Lipids_POS_810.5964_366.1946_479.5969
1278,Lipids_NEG_804.5662_333.4305_303.5816
1279,Lipids_NEG_1248.2184_508.3215_344.6646
1280,Lipids_NEG_1146.0938_385.6829_339.0598
1281,Lipids_NEG_858.5850_302.4228_316.4020
1282,Lipids_POS_1146.1947_386.8603_328.7444
1283,Lipids_POS_721.9097_373.9032_301.3420
1284,Lipids_NEG_820.6069_364.2824_312.2903
1285,Lipids_POS_1596.1899_350.3351_490.6418
1286,Lipids_POS_564.4382_258.3153_258.3104
1287,Lipids_NEG_1766.3689_387.9353_535.9800
1288,Lipids_POS_546.9167_531.9991_198.2157
1289,Lipids_POS_651.5441_379.5790_305.0425
1290,Lipids_POS_329.2140_342.8671_256.8816
1291,Lipids_POS_897.3314_431.9150_339.7958
1292,Lipids_POS_813.6826_460.0888_320.6851
1293,Lipids_POS_790.5585_263.7563_300.2019
1294,Lipids_POS_1023.2813_429.4018_310.7625
1295,Lipids_NEG_975.7861_419.0992_353.7492
1296,Lipids_NEG_752.5225_321.4067_285.7948
1297,Lipids_POS_872.0060_387.5323_341.7163
1298,Lipids_POS_548.3345_163.9241_239.5422
1299,Lipids_POS_968.9091_469.2103_368.4110
1300,Lipids_NEG_568.3607_192.9332_256.9153
1301,Lipids_POS_924.2704_428.2067_294.4498
1302,Lipids_NEG_174.0986_36.9306_140.8142
1303,Lipids_POS_788.6064_351.5064_306.6068
1304,Lipids_POS_764.5497_325.8296_298.3333
1305,Lipids_NEG_735.5576_363.6502_304.1573
1306,Lipids_POS_967.2079_411.2930_301.3481
1307,Lipids_NEG_792.5761_353.8595_307.0729
1308,Lipids_NEG_895.7504_479.9357_339.5117
1309,Lipids_NEG_313.0772_420.6937_352.2279
1310,Lipids_POS_812.5426_253.2435_304.5620
1311,Lipids_NEG_360.1919_232.7010_202.3595
1312,Lipids_NEG_922.6513_364.7941_332.1505
1313,Lipids_NEG_441.2026_190.8591_220.0475
1314,Lipids_NEG_894.6223_353.6343_327.4189
1315,Lipids_POS_872.6821_366.0168_331.5321
1316,Lipids_NEG_956.8638_480.7952_359.0952
1317,Lipids_NEG_862.5948_336.1824_318.5229
1318,Lipids_POS_424.3418_156.1101_219.3669
1319,Lipids_NEG_639.5663_371.9796_286.0571
1320,Lipids_NEG_1037.7100_410.2088_357.4328
1321,Lipids_NEG_826.5569_370.5268_309.1555
1322,Lipids_POS_1582.2077_359.0878_490.0963
1323,Lipids_POS_922.7206_433.5251_346.1130
1324,Lipids_NEG_667.1391_447.2974_258.1203
1325,Lipids_NEG_880.6072_345.8708_322.5902
1326,Lipids_NEG_1540.1644_365.4723_474.2305
1327,Lipids_NEG_664.4189_194.9424_270.6741
1328,Lipids_NEG_1099.2705_421.0165_354.9398
1329,Lipids_NEG_540.4633_310.8284_255.6936
1330,Lipids_POS_1115.3111_443.8614_323.7607
1331,Lipids_NEG_419.3521_308.2505_225.4752
1332,Lipids_NEG_1702.1975_340.5231_505.8970
1333,Lipids_NEG_669.1190_327.8455_255.3976
1334,Lipids_NEG_315.2539_127.2103_187.7717
1335,Lipids_POS_881.7542_484.5223_338.1302
1336,Lipids_POS_852.6213_325.9198_320.3161
1337,Lipids_POS_800.1992_383.1166_319.3030
1338,Lipids_POS_995.7886_382.2398_357.5589
1339,Lipids_POS_637.6350_380.3032_293.1926
1340,Lipids_NEG_780.5798_399.1781_300.7914
1341,Lipids_NEG_949.4462_475.3617_356.4448
1342,Lipids_POS_1172.3195_474.3359_334.7793
1343,Lipids_POS_886.4672_273.8626_309.2611
1344,Lipids_POS_862.6295_357.4456_322.1283
1345,Lipids_POS_837.6808_409.0061_325.7087
1346,Lipids_NEG_1097.2011_457.9455_317.3355
1347,Lipids_POS_852.6809_380.6741_326.3672
1348,Lipids_POS_995.9710_428.7000_373.0255
1349,Lipids_NEG_943.7203_390.6489_342.8215
1350,Lipids_POS_814.6222_355.0035_311.8197
1351,Lipids_NEG_295.2278_143.3953_185.4930
1352,Lipids_POS_707.1682_359.6496_252.6185
1353,Lipids_POS_946.7256_424.4529_350.3587
1354,Lipids_NEG_797.6539_388.4560_303.9182
1355,Lipids_POS_1251.8367_322.2019_395.7333
1356,Lipids_NEG_872.6389_366.2307_325.0496
1357,Lipids_POS_683.5057_299.3728_288.8584
1358,Lipids_NEG_651.5194_361.6631_277.2036
1359,Lipids_NEG_1188.2514_485.6688_340.0258
1360,Lipids_POS_842.9020_337.1972_321.2598
1361,Lipids_NEG_943.7510_456.2804_345.9796
1362,Lipids_POS_974.5192_271.0258_326.9653
1363,Lipids_POS_184.0733_351.0120_137.5128
1364,Lipids_POS_987.8102_424.5897_359.8498
1365,Lipids_NEG_701.0719_406.6667_262.8324
1366,Lipids_POS_1511.1494_329.4709_467.0805
1367,Lipids_NEG_857.5182_304.9182_306.3381
1368,Lipids_NEG_828.8375_337.4508_309.3885
1369,Lipids_NEG_786.5280_300.6542_302.7741
1370,Lipids_POS_951.7732_412.1897_348.8896
1371,Lipids_POS_1267.8307_315.2383_401.0665
1372,Lipids_NEG_788.5234_329.0147_290.4044
1373,Lipids_POS_856.6417_363.4801_318.1628
1374,Lipids_NEG_736.5277_353.2004_285.3257
1375,Lipids_NEG_732.4808_243.8766_289.0497
1376,Lipids_POS_801.2260_371.0571_267.2967
1377,Lipids_POS_1590.1444_329.7365_482.5184
1378,Lipids_NEG_790.5390_344.0447_295.5255
1379,Lipids_NEG_754.5719_362.1809_293.1179
1380,Lipids_NEG_653.0886_343.0240_256.1240
1381,Lipids_NEG_737.5364_330.1667_295.1411
1382,Lipids_NEG_734.5128_339.4802_284.4772
1383,Lipids_POS_1231.8111_321.0871_402.2172
1384,Lipids_NEG_293.2119_140.2347_181.8754
1385,Lipids_NEG_437.0237_323.2300_197.6275
1386,Lipids_POS_931.8047_414.1484_351.8009
1387,Lipids_NEG_1308.1838_501.2008_355.8344
1388,Lipids_POS_1490.1494_364.9859_464.3430
1389,Lipids_POS_568.4262_278.2208_321.1623
1390,Lipids_POS_641.5106_363.0475_272.5824
1391,Lipids_NEG_1041.8471_524.9232_379.5669
1392,Lipids_NEG_203.0821_37.0003_151.7545
1393,Lipids_NEG_908.6743_376.1211_331.0770
1394,Lipids_NEG_719.5338_299.2933_295.0069
1395,Lipids_POS_921.8576_499.8501_358.2399
1396,Lipids_NEG_415.3209_254.4715_223.7397
1397,Lipids_NEG_445.3315_239.4130_246.7765
1398,Lipids_NEG_708.4452_215.9412_283.9187
1399,Lipids_POS_554.9050_459.7708_197.3170
1400,Lipids_NEG_381.3730_346.1399_214.0160
1401,Lipids_NEG_861.6794_425.0052_329.4825
1402,Lipids_POS_544.3396_159.1955_239.2114
1403,Lipids_POS_900.7131_383.9539_338.6834
1404,Lipids_NEG_968.8641_469.3309_359.6909
1405,Lipids_NEG_604.3617_172.5693_259.1529
1406,Lipids_NEG_785.5327_351.7451_292.6836
1407,Lipids_NEG_884.5618_333.0527_328.3287
1408,Lipids_POS_599.5135_361.2685_290.6405
1409,Lipids_NEG_291.0066_531.9581_174.7560
1410,Lipids_POS_867.9109_328.0791_324.4819
1411,Lipids_NEG_728.5587_359.1946_289.0596
1412,Lipids_POS_784.9149_336.2865_303.2822
1413,Lipids_POS_840.5733_275.0716_314.0301
1414,Lipids_NEG_972.8937_500.2425_365.4248
1415,Lipids_POS_1046.8429_342.6214_389.7815
1416,Lipids_NEG_639.1274_323.5964_247.6423
1417,Lipids_NEG_701.1612_294.7694_263.1903
1418,Lipids_POS_540.4982_315.9764_260.8436
1419,Lipids_POS_594.3757_186.7322_255.3350
1420,Lipids_POS_1800.6169_497.9123_602.3538
1421,Lipids_POS_645.4954_269.2659_282.4792
1422,Lipids_NEG_678.6395_404.2897_294.7948
1423,Lipids_POS_759.7370_333.1933_299.6051
1424,Lipids_POS_1704.4379_409.5531_541.8849
1425,Lipids_POS_853.7258_403.5478_327.3647
1426,Lipids_POS_1491.1796_350.0934_469.5145
1427,Lipids_POS_1187.3602_337.5832_573.0881
1428,Lipids_POS_739.6337_385.9094_316.1809
1429,Lipids_NEG_227.2006_466.8547_169.6089
1430,Lipids_NEG_858.5472_256.1837_315.3977
1431,Lipids_NEG_244.9751_490.0559_145.1367
1432,Lipids_NEG_886.6148_312.7255_325.3996
1433,Lipids_NEG_600.3303_137.6792_257.0304
1434,Lipids_POS_429.3720_317.7933_224.0400
1435,Lipids_POS_817.2579_344.9129_279.4066
1436,Lipids_POS_869.7206_371.9536_335.6748
1437,Lipids_POS_391.2842_269.9479_216.2879
1438,Lipids_POS_1018.8169_413.7040_368.5522
1439,Lipids_POS_1085.7800_370.0510_363.5333
1440,Lipids_NEG_918.8475_500.5313_353.1728
1441,Lipids_POS_431.3513_307.3842_222.0747
1442,Lipids_NEG_732.4446_198.2070_285.7061
1443,Lipids_NEG_971.6245_300.9301_341.1702
1444,Lipids_NEG_847.8940_366.4780_318.3514
1445,Lipids_NEG_397.3314_285.0718_213.4105
1446,Lipids_NEG_511.4151_310.2283_245.7053
1447,Lipids_POS_908.8623_522.6002_352.0542
1448,Lipids_POS_892.6775_380.2105_329.8190
1449,Lipids_POS_955.8035_409.6859_353.0471
1450,Lipids_POS_832.6165_284.9010_317.6872
1451,Lipids_POS_948.8207_458.1064_355.9326
1452,Lipids_POS_1560.1863_354.9751_482.6222
1453,Lipids_NEG_912.5933_352.8822_333.0596
1454,Lipids_POS_702.4691_220.0091_275.8992
1455,Lipids_POS_732.5531_331.3952_293.4662
1456,Lipids_NEG_962.6080_345.6981_340.3845
1457,Lipids_NEG_934.5784_328.4495_333.4863
1458,Lipids_NEG_792.5554_349.8552_295.4956
1459,Lipids_NEG_777.6232_381.0989_304.5072
1460,Lipids_NEG_934.6898_376.7710_335.3722
1461,Lipids_POS_979.7860_386.2307_355.2223
1462,Lipids_NEG_1664.1806_340.9823_496.6933
1463,Lipids_NEG_445.1865_71.8464_225.7402
1464,Lipids_NEG_745.6208_379.7762_296.9102
1465,Lipids_POS_678.6850_404.1842_302.6773
1466,Lipids_POS_988.5527_233.2389_329.6233
1467,Lipids_POS_949.7573_402.5989_346.4229
1468,Lipids_POS_1538.1124_319.8305_470.3138
1469,Lipids_NEG_461.3622_310.5317_226.5021
1470,Lipids_NEG_671.4876_345.3999_295.7412
1471,Lipids_POS_732.4800_231.3777_283.0580
1472,Lipids_POS_1534.2150_363.9438_482.9384
1473,Lipids_NEG_884.5995_298.5957_324.5377
1474,Lipids_POS_888.8721_512.9629_356.4245
1475,Lipids_POS_314.2322_53.0545_188.3064
1476,Lipids_POS_454.2924_177.5599_221.1979
1477,Lipids_POS_701.9202_532.0511_218.4568
1478,Lipids_NEG_773.5050_289.0764_305.8159
1479,Lipids_NEG_967.5929_293.5421_348.0814
1480,Lipids_NEG_967.7075_396.3763_350.9439
1481,Lipids_NEG_986.8718_477.3604_363.5964
1482,Lipids_NEG_845.4091_351.4327_316.6104
1483,Lipids_NEG_1097.2006_485.0609_318.8070
1484,Lipids_NEG_781.6198_363.5095_299.9378
1485,Lipids_NEG_437.0547_40.8126_207.2894
1486,Lipids_POS_955.8456_438.1350_352.5526
1487,Lipids_NEG_698.6211_419.3794_292.0184
1488,Lipids_NEG_695.4213_471.0789_291.6774
1489,Lipids_NEG_867.5442_288.6883_308.5206
1490,Lipids_NEG_377.0028_358.3832_193.5307
1491,Lipids_NEG_1224.3949_465.4850_383.2758
1492,Lipids_NEG_945.7391_399.5905_344.0246
1493,Lipids_NEG_209.0664_344.7843_148.3468
1494,Lipids_NEG_730.6438_397.3940_304.9029
1495,Lipids_POS_957.7638_405.3896_348.5092
1496,Lipids_NEG_786.5646_304.3337_298.1698
1497,Lipids_NEG_932.5548_288.6560_324.7831
1498,Lipids_NEG_179.0713_60.9497_143.4458
1499,Lipids_POS_830.5656_328.2405_308.5519
1500,Lipids_NEG_803.1964_344.6320_286.5084
1501,Lipids_POS_1614.3588_399.4048_510.3011
1502,Lipids_POS_1586.1506_345.7488_481.9883
1503,Lipids_POS_414.3361_50.3767_210.6152
1504,Lipids_POS_943.7126_434.0133_344.6553
1505,Lipids_POS_879.7401_382.1004_330.8755
1506,Lipids_POS_748.5266_336.1707_288.2862
1507,Lipids_NEG_449.0955_268.4020_207.1557
1508,Lipids_POS_835.6605_377.6891_320.2268
1509,Lipids_POS_946.7166_381.5176_340.3348
1510,Lipids_POS_987.7936_377.8428_357.7687
1511,Lipids_POS_695.5088_291.3665_287.5858
1512,Lipids_NEG_771.6382_390.4958_299.2243
1513,Lipids_NEG_495.3146_256.8286_231.0356
1514,Lipids_POS_766.5227_287.4815_294.9618
1515,Lipids_NEG_1043.1701_370.8430_320.6130
1516,Lipids_NEG_874.5779_346.2780_328.0072
1517,Lipids_NEG_922.5778_329.8387_334.3945
1518,Lipids_POS_554.2872_163.0019_227.6447
1519,Lipids_NEG_695.4210_459.0641_291.4927
1520,Lipids_POS_661.4667_301.6186_274.5237
1521,Lipids_NEG_828.6096_346.8290_313.4772
1522,Lipids_NEG_1574.1166_340.3024_476.5739
1523,Lipids_NEG_664.6230_404.4443_292.8759
1524,Lipids_NEG_594.5088_332.1951_269.3404
1525,Lipids_POS_264.2683_310.8162_191.3329
1526,Lipids_NEG_713.1452_322.0247_262.0924
1527,Lipids_POS_924.7886_430.9662_345.8685
1528,Lipids_POS_727.5624_396.5654_307.5501
1529,Lipids_NEG_579.3896_263.0480_252.0098
1530,Lipids_POS_698.6277_409.6682_298.2922
1531,Lipids_NEG_608.3557_188.5162_263.0547
1532,Lipids_NEG_930.8471_480.1773_354.1200
1533,Lipids_NEG_802.8179_333.2925_303.7772
1534,Lipids_POS_820.6201_342.4029_314.8569
1535,Lipids_NEG_882.6280_364.8735_325.4206
1536,Lipids_NEG_1554.1464_355.4544_477.1767
1537,Lipids_NEG_816.5317_329.5543_309.3549
1538,Lipids_POS_882.7008_364.0912_334.8105
1539,Lipids_NEG_884.6822_381.6664_329.8046
1540,Lipids_NEG_482.3149_173.6223_226.5976
1541,Lipids_POS_864.7050_404.2460_330.4329
1542,Lipids_POS_942.9299_529.2717_371.3549
1543,Lipids_POS_893.2598_368.7380_287.7691
1544,Lipids_NEG_910.6874_380.6038_331.8023
1545,Lipids_POS_563.0736_358.7607_226.2802
1546,Lipids_NEG_576.3300_136.7053_252.9075
1547,Lipids_POS_774.5638_284.9010_301.0871
1548,Lipids_NEG_1028.7236_365.6737_348.8825
1549,Lipids_NEG_953.1209_363.2031_304.1540
1550,Lipids_POS_802.6307_374.8943_313.5576
1551,Lipids_NEG_624.5565_366.5707_277.3862
1552,Lipids_NEG_499.3791_307.8304_263.1091
1553,Lipids_NEG_683.1707_358.3651_368.3355
1554,Lipids_POS_929.7869_432.9881_350.8738
1555,Lipids_NEG_787.6081_364.0073_301.9747
1556,Lipids_NEG_972.8955_513.3530_362.6820
1557,Lipids_POS_1389.2150_434.8261_477.1472
1558,Lipids_POS_869.8316_470.6026_337.9401
1559,Lipids_POS_1011.7913_406.7455_357.4034
1560,Lipids_NEG_968.1939_431.4652_304.9648
1561,Lipids_NEG_746.5127_336.3159_286.5977
1562,Lipids_POS_771.5707_265.1436_308.6159
1563,Lipids_POS_570.4414_279.1794_326.6503
1564,Lipids_POS_768.7066_438.3227_316.7040
1565,Lipids_POS_891.2763_367.4968_291.9421
1566,Lipids_POS_860.7690_454.4594_334.8805
1567,Lipids_POS_1177.2073_443.3062_330.2843
1568,Lipids_NEG_757.6223_382.9849_295.4242
1569,Lipids_NEG_748.4756_234.3059_293.8114
1570,Lipids_NEG_724.5262_350.4166_281.9630
1571,Lipids_NEG_906.6573_361.2498_328.2937
1572,Lipids_NEG_856.6211_384.9321_313.1156
1573,Lipids_POS_1517.1972_351.4432_474.5722
1574,Lipids_POS_784.1803_329.9081_302.3868
1575,Lipids_POS_886.6609_312.3347_327.2432
1576,Lipids_NEG_1117.6652_173.9833_357.4844
1577,Lipids_POS_840.5710_302.6468_314.2823
1578,Lipids_NEG_763.6074_371.5490_298.7742
1579,Lipids_NEG_700.5282_364.2514_279.3591
1580,Lipids_NEG_581.3351_459.1612_262.5257
1581,Lipids_POS_570.3546_176.7913_244.0383
1582,Lipids_NEG_982.8776_481.4807_362.8767
1583,Lipids_POS_534.2949_172.6378_246.6037
1584,Lipids_POS_1570.5392_347.9573_479.4096
1585,Lipids_POS_1248.3168_470.9551_347.5167
1586,Lipids_POS_735.0756_345.9103_298.9486
1587,Lipids_POS_842.7215_415.9298_325.1811
1588,Lipids_POS_839.6384_399.9288_324.0282
1589,Lipids_POS_620.3912_190.8607_260.2345
1590,Lipids_NEG_854.6717_386.3281_321.4131
1591,Lipids_POS_1579.6512_337.4407_684.7045
1592,Lipids_POS_118.0865_34.3995_122.1166
1593,Lipids_NEG_983.2022_389.7136_308.8971
1594,Lipids_POS_1085.2275_419.0866_317.2182
1595,Lipids_POS_755.6277_399.9461_321.6564
1596,Lipids_POS_685.5519_403.3713_311.8233
1597,Lipids_NEG_946.5613_300.3148_330.5283
1598,Lipids_NEG_892.5990_308.5720_319.5138
1599,Lipids_NEG_713.1084_368.7218_260.0465
1600,Lipids_NEG_317.0362_267.7082_174.7160
1601,Lipids_NEG_540.3664_188.2946_250.3236
1602,Lipids_POS_721.6236_403.2784_312.1441
1603,Lipids_POS_605.5448_463.5489_278.7392
1604,Lipids_NEG_938.6091_354.8683_338.2272
1605,Lipids_NEG_1043.1713_412.0196_320.6384
1606,Lipids_POS_345.2091_309.3104_197.9611
1607,Lipids_NEG_1042.2429_405.0622_338.6890
1608,Lipids_POS_849.6806_396.2277_326.0964
1609,Lipids_NEG_297.2795_279.0646_188.8481
1610,Lipids_NEG_650.5709_369.0120_285.1315
1611,Lipids_NEG_609.4520_301.8205_279.3419
