,0
0,3rd_Qu.
1,MAG
2,CV_Measures_Mean
3,iqr
4,MODD
5,m_value
6,Median
7,grade_eugly
8,in_range_70_180
9,SdW
10,igc
11,above_180
12,SdDM
13,mage
14,SdWSH
15,below_54
16,above_140
17,AUC
18,grade_hyper
19,GVP
20,lbgi
21,j_index
22,sd
23,hyper_index
24,range
25,Mean
26,grade
27,Max.
28,COGI
29,hypo_index
30,ea1c
31,in_range_63_140
32,adrr
33,SD.Roc
34,CV_Measures_SD
35,MAD
36,Conga
37,SdHHMM
38,SdBDM
39,1st_Qu.
40,cv
41,gmi
42,below_70
43,SdB
44,hbgi
45,grade_hypo
46,Min.
